"","G","AB","R","H","2B","3B","HR","TB","RBI","SB","CS","BB","HBP","SO","GDP","E","OPS"
"690",115,361,49,102,21,2,6,145,38,11,7,20,7,55,5,22,0.73413627666562
"691",112,351,29,65,11,0,5,91,29,7,5,20,8,62,6,14,0.504641845011238
"692",123,330,36,67,17,0,4,96,33,8,3,18,6,50,4,19,0.547971237801746
"693",128,395,50,104,21,2,3,138,42,5,6,36,7,63,9,22,0.684983526963759
"694",129,420,67,121,30,4,15,204,58,0,5,36,6,76,9,15,0.838528138528138
"695",122,383,72,115,13,0,22,194,63,9,6,47,4,65,13,25,0.889015894406276
"696",126,401,47,88,24,0,12,148,57,2,5,47,5,85,6,12,0.678128079360099
"697",129,421,68,119,26,0,16,193,48,6,5,55,13,66,14,19,0.840845391972565
"698",129,434,65,124,18,0,17,193,69,6,3,48,9,67,10,14,0.813335898711367
"699",85,281,34,70,16,0,7,107,44,5,2,32,9,47,8,10,0.725503415043876
"700",115,382,54,108,22,1,11,165,65,10,6,56,7,74,6,8,0.816206835696217
"701",100,333,34,104,25,0,7,150,56,5,3,53,4,38,5,12,0.863270963270963
"702",104,332,28,81,12,3,5,114,38,5,4,44,3,50,9,9,0.681104364688305
"703",76,223,22,57,11,0,6,86,29,2,1,25,3,31,8,5,0.72429564254194
"704",46,131,14,31,5,1,1,41,14,1,2,24,1,27,1,12,0.671951458211
"705",100,282,42,79,18,0,6,115,39,6,5,34,5,44,6,11,0.775402664545635
"706",57,138,12,29,7,1,5,53,19,3,1,14,0,27,2,0,0.666952707856598
"707",100,276,25,69,14,1,3,94,24,3,4,37,5,47,6,9,0.689636313918512
"708",19,32,3,8,1,0,0,9,2,0,1,2,0,8,0,0,0.575367647058824
"709",78,133,12,33,5,0,2,44,14,0,2,23,4,21,3,2,0.705827067669173
"710",116,89,32,19,2,1,0,23,9,13,6,8,4,25,1,1,0.565
"711",54,73,13,17,4,1,0,23,5,3,3,8,0,28,0,0,0.624
"712",130,420,77,117,25,3,13,187,61,17,9,60,12,60,14,2,0.829
"713",133,504,89,137,24,2,10,195,47,13,12,60,6,79,15,1,0.742
"714",133,528,113,170,34,1,12,242,59,17,7,63,8,55,7,4,0.857
"715",132,503,81,156,26,2,16,234,63,13,9,69,5,57,8,2,0.862
"716",123,471,62,139,21,0,9,187,59,12,10,55,9,51,15,4,0.774
"717",126,471,89,134,21,2,6,177,43,15,10,80,6,62,11,5,0.769
"718",123,479,68,128,12,1,2,148,27,10,3,67,4,47,7,6,0.668
"719",104,370,57,117,17,2,4,150,41,5,6,63,1,37,6,2,0.819
"720",110,334,48,104,29,2,2,143,36,7,5,50,1,44,7,3,0.827
"721",128,379,64,114,21,2,11,172,63,5,4,73,3,54,10,1,0.867
"722",121,429,77,110,19,2,4,145,30,8,2,60,5,88,7,2,0.691
"723",111,388,61,118,19,4,1,148,51,4,6,58,1,72,8,0,0.774
"724",112,394,56,112,12,3,6,148,55,4,4,51,1,74,5,1,0.742
"725",125,472,83,156,22,2,9,209,80,7,6,61,5,74,9,5,0.852
"726",94,367,62,110,17,4,11,168,52,6,6,53,1,63,11,2,0.847
"727",110,349,57,105,21,0,14,168,69,1,0,40,2,72,5,0,0.853
"728",68,118,14,31,9,0,4,52,14,0,0,13,0,33,2,1,0.774
"729",114,342,47,97,16,0,10,143,43,5,3,43,0,91,9,0,0.781
"730",119,310,65,92,11,4,1,114,31,36,8,37,6,45,4,3,0.749
"731",144,525,96,154,22,7,0,190,47,60,8,56,2,126,8,3,0.724
"732",141,564,109,169,26,12,4,231,61,52,15,49,3,87,6,2,0.767
"733",144,570,96,162,25,8,7,224,54,40,12,50,1,78,6,1,0.731
"734",144,576,114,172,30,10,9,249,68,36,10,56,3,99,9,2,0.792
"735",23,34,3,6,0,0,0,6,1,0,0,7,0,12,0,0,0.486
"736",47,94,12,23,2,0,4,37,14,2,0,9,4,19,0,0,0.721
"737",108,218,31,54,13,0,8,91,42,0,2,37,7,52,6,0,0.788
"738",37,69,9,18,7,0,3,34,11,1,0,10,3,25,1,0,0.871
"739",56,113,19,29,4,0,4,45,13,0,0,14,3,27,3,2,0.752
"740",99,340,51,100,15,0,2,121,24,33,8,29,9,47,9,0,0.719
"741",122,412,64,101,15,2,2,126,34,27,6,48,9,69,4,3,0.641
"742",113,393,66,116,16,4,2,146,38,23,10,52,20,62,9,3,0.774
"743",93,323,53,86,17,0,4,115,22,5,8,51,5,42,10,0,0.73
"744",92,218,39,66,11,1,6,97,26,1,0,19,3,44,5,3,0.81
"745",69,147,15,36,6,0,0,42,13,1,0,16,3,35,2,1,0.617
"746",66,65,8,6,1,0,1,10,2,3,0,1,1,23,1,0,0.273
"747",65,50,10,13,1,0,0,14,3,2,1,4,0,18,0,2,0.595
"748",52,77,10,19,5,0,0,24,7,0,0,13,1,22,2,4,0.671
"749",132,445,60,128,19,3,3,162,49,8,3,51,4,69,15,8,0.725
"750",28,46,4,6,0,0,0,6,2,0,0,3,0,11,0,2,0.31
"751",26,52,4,9,4,0,0,13,3,0,0,6,0,16,3,1,0.509
"752",47,79,8,14,2,0,4,28,10,0,0,5,0,28,1,2,0.58
"753",65,154,22,36,6,0,10,72,30,3,1,19,1,47,5,3,0.784
"754",80,174,12,34,7,0,4,53,15,2,1,19,1,52,6,6,0.581
"755",34,47,7,13,1,0,0,14,4,0,1,9,0,15,3,2,0.691
"756",20,36,4,7,1,1,0,10,3,1,0,4,0,9,0,1,0.553
"757",51,84,15,17,2,0,1,22,10,3,4,10,0,17,2,1,0.546
"758",25,31,4,10,4,0,0,14,0,0,0,3,0,3,0,3,0.834
"759",52,101,15,33,9,0,4,54,18,1,0,12,4,18,4,1,0.947
"760",70,152,21,37,15,1,3,63,18,0,0,12,4,36,5,4,0.728
"761",139,557,118,178,26,8,27,301,111,32,7,41,11,112,9,0,0.912
"762",131,513,106,159,25,3,20,250,70,32,13,63,10,103,9,4,0.882
"763",116,423,71,128,38,0,15,211,57,10,7,29,11,100,18,8,0.86
"764",133,462,80,124,34,5,23,237,64,5,2,33,9,133,8,22,0.842
"765",25,86,17,27,1,1,12,66,37,0,1,6,0,27,2,0,1.122
"766",127,433,70,115,21,10,1,159,40,39,12,45,7,43,4,7,0.709
"767",86,316,53,84,13,2,0,101,18,26,7,33,11,29,3,4,0.672
"768",128,543,135,201,41,17,7,297,67,48,17,59,8,47,1,7,0.985
"769",85,312,52,93,24,4,3,134,37,9,2,42,1,24,7,11,0.81
"770",140,560,111,182,30,7,7,247,63,26,13,69,10,58,6,15,0.847
"771",139,539,87,179,28,3,6,231,76,15,6,67,1,68,11,12,0.832
"772",37,141,28,48,12,0,0,60,15,2,0,12,3,19,1,0,0.825
"773",42,43,5,6,0,0,0,6,2,0,1,2,1,23,0,0,0.331
"774",58,94,12,20,4,0,3,33,11,1,2,15,1,35,2,5,0.678
"775",27,70,9,17,1,1,3,29,9,0,0,8,4,23,1,0,0.768
"776",11,45,5,11,1,0,2,18,4,0,0,2,0,15,1,0,0.677
"777",112,303,42,81,11,1,7,115,37,7,1,33,8,90,4,7,0.732
"778",103,273,32,59,9,3,0,74,17,3,2,32,7,78,7,6,0.583
"779",104,218,27,57,12,1,6,89,21,4,2,30,3,52,4,4,0.764
"780",39,34,2,5,1,0,0,6,0,1,0,3,1,12,1,0,0.413
"781",55,103,14,24,5,0,3,38,15,0,0,11,3,45,1,2,0.694
"782",124,411,73,120,30,3,16,204,67,9,4,60,5,108,8,6,0.882
"783",125,319,49,90,21,1,7,134,48,1,1,33,3,86,5,2,0.772
"784",32,49,3,10,3,0,0,13,2,0,0,5,1,15,1,1,0.551
"785",58,159,29,54,8,0,6,80,22,5,1,9,3,31,2,1,0.889
"786",56,111,18,28,5,0,4,45,12,1,0,25,1,37,1,0,0.799
"787",51,69,10,20,0,0,2,26,14,0,1,12,1,18,1,1,0.77
"788",59,141,16,31,4,0,1,38,6,2,0,6,1,23,10,7,0.527
"789",122,347,45,80,20,2,2,110,39,0,2,30,6,56,9,13,0.615
"790",126,416,59,115,18,5,4,155,60,2,5,48,4,59,7,14,0.725
"791",126,404,29,108,16,4,2,138,34,2,3,35,10,48,5,15,0.681
"792",121,412,56,119,22,3,11,180,59,6,3,42,12,67,5,10,0.806
"793",128,433,51,118,19,1,8,163,62,0,2,46,7,64,12,14,0.726
"794",92,298,39,84,10,1,4,108,28,2,1,37,9,44,9,6,0.74
"795",86,272,24,67,11,1,5,95,31,4,2,21,4,40,12,5,0.655
"796",93,234,35,59,14,1,1,78,26,3,1,21,6,38,5,4,0.661
"797",97,307,39,90,20,1,5,127,39,2,1,34,7,53,10,6,0.782
"798",140,440,56,108,24,2,13,175,58,3,2,36,14,66,16,13,0.717
"799",110,341,36,104,21,2,5,144,39,1,0,38,13,48,13,13,0.816
"800",124,349,32,122,17,1,5,156,45,1,0,16,8,44,5,10,0.833
"801",67,128,12,24,4,0,2,34,14,2,0,15,5,20,3,3,0.561
"802",80,218,31,66,11,1,3,88,17,2,3,28,2,35,4,1,0.791
"803",34,86,11,16,4,0,3,29,4,1,1,9,0,16,3,1,0.6
"804",121,422,85,129,23,0,11,185,47,6,2,50,1,82,2,4,0.815
"805",116,442,79,144,25,5,15,224,83,13,4,43,2,80,6,7,0.892
"806",132,503,61,158,26,0,5,199,58,10,5,41,6,79,7,3,0.766
"807",128,498,83,172,23,4,11,236,69,36,7,64,3,88,9,8,0.895
"808",122,483,105,175,25,3,18,260,80,10,3,80,5,78,7,4,0.994
"809",116,445,86,141,28,1,13,210,54,11,6,68,1,96,6,8,0.878
"810",144,575,118,186,33,1,16,269,81,42,4,92,3,104,4,3,0.886
"811",144,576,113,193,35,4,20,296,80,25,8,83,4,96,7,2,0.934
"812",141,553,109,182,32,5,26,302,93,20,3,68,2,99,15,4,0.95
"813",44,70,4,24,4,0,0,28,12,0,1,5,0,21,0,0,0.786666666666667
"814",49,57,11,15,3,1,0,20,12,1,0,10,1,9,1,0,0.733230134158927
"815",43,64,3,17,2,0,0,19,5,0,0,5,1,13,1,0,0.625446428571429
"816",38,69,4,15,2,0,0,17,2,0,0,1,0,11,2,1,0.474948240165631
"817",51,90,8,22,5,0,0,27,9,0,0,1,4,18,7,2,0.58421052631579
"818",80,178,19,44,5,0,0,49,13,0,3,13,2,31,7,3,0.576
"819",63,113,9,30,5,0,1,38,8,0,1,1,2,19,5,4,0.618
"820",96,146,11,36,6,2,0,46,17,1,1,10,3,15,3,3,0.621
"821",125,351,42,93,17,3,3,125,41,9,6,40,6,63,8,8,0.701
"822",120,341,50,99,11,0,5,125,30,4,2,30,8,42,8,11,0.725
"823",98,244,27,60,9,0,0,69,14,3,4,20,2,41,6,9,0.59
"824",122,354,47,114,20,3,2,146,39,5,4,33,6,35,6,7,0.797
"825",115,294,48,82,13,0,5,110,33,4,0,20,5,41,10,7,0.703
"826",98,265,26,63,10,0,4,85,28,3,0,11,7,40,11,5,0.603
"827",30,39,4,8,1,0,0,9,2,0,1,1,0,14,1,1,0.451
"828",75,140,19,38,7,0,7,66,23,0,0,10,3,44,5,2,0.804
"829",116,417,50,109,15,1,14,168,43,5,0,12,5,109,13,14,0.693
"830",77,263,30,68,11,0,6,97,34,4,4,21,2,68,5,8,0.685
"831",67,245,33,64,13,0,7,98,33,1,1,18,4,62,8,6,0.722
"832",103,389,52,123,22,2,11,182,58,3,2,26,0,73,15,23,0.825
"833",12,37,2,9,2,0,0,11,1,0,0,2,1,11,1,0,0.597
"834",116,449,80,146,27,2,17,228,83,3,0,28,4,86,16,14,0.874
"835",117,437,71,143,26,0,13,208,75,2,3,21,3,88,11,9,0.832
"836",113,434,63,129,24,0,18,207,79,4,4,18,4,93,13,12,0.805
"837",28,44,3,11,3,1,0,16,1,1,0,2,0,13,2,0,0.647
"838",38,77,11,21,0,1,1,26,8,0,1,10,1,16,0,2,0.698
"839",78,211,35,66,19,0,7,106,45,2,4,24,0,49,2,5,0.883
"840",122,394,58,113,30,4,18,205,53,10,16,43,9,81,5,8,0.890259725478591
"841",117,414,46,110,26,1,14,180,45,12,10,35,7,91,8,3,0.768115942028985
"842",126,432,66,116,20,0,16,184,49,25,8,45,19,99,6,5,0.788829151732378
"843",132,476,76,148,24,11,22,260,74,20,18,28,4,88,7,4,0.900549196056375
"844",120,468,93,158,33,2,32,291,90,20,7,52,7,72,10,5,1.03355957767722
"845",108,344,55,98,19,0,22,183,69,5,6,36,4,69,9,1,0.891351744186046
"846",131,488,84,142,18,2,38,278,104,8,3,58,9,136,14,6,0.946248707724118
"847",74,273,41,69,16,3,9,118,34,8,6,34,8,60,3,2,0.784615384615385
"848",132,486,80,129,21,0,22,216,74,6,7,63,9,127,16,2,0.804659498207885
"849",123,436,70,118,22,0,24,212,74,3,3,43,24,101,9,3,0.854031772666752
"850",119,441,76,119,16,0,16,183,53,8,3,43,13,69,10,3,0.767078662450896
"851",120,413,54,116,25,0,15,186,64,10,4,44,6,68,12,2,0.808894513620508
"852",118,414,48,116,18,0,13,173,62,4,5,28,5,82,11,3,0.751207729468599
"853",115,374,69,108,15,3,22,195,67,10,3,52,8,122,10,5,0.908487148525099
"854",127,375,52,109,15,1,17,177,63,5,2,41,8,85,5,3,0.844641509433962
"855",106,301,43,80,8,1,9,117,43,9,1,38,3,78,5,1,0.74250548852752
"856",14,40,2,7,0,0,0,7,4,2,0,4,1,9,3,0,0.441666666666667
"857",34,51,6,14,1,0,2,21,8,0,0,4,1,14,1,0,0.751050420168067
"858",37,100,17,21,7,0,4,40,17,0,2,9,3,31,0,1,0.694642857142857
"859",113,431,88,121,26,1,26,227,71,4,2,37,11,135,2,2,0.879500506178281
"860",115,437,91,131,24,0,35,260,111,4,0,65,12,134,9,9,0.997
"861",142,501,75,129,35,0,26,242,97,3,2,55,12,144,14,12,0.826
"862",37,71,4,11,2,0,2,19,5,0,1,5,0,22,3,1,0.478131949592291
"863",23,40,5,13,5,0,0,18,6,0,0,5,0,12,0,3,0.85
"864",97,274,27,75,11,2,5,105,27,3,4,22,1,58,3,5,0.713178008798447
"865",110,321,38,89,15,1,4,118,23,2,3,29,2,47,8,5,0.70851033701501
"866",100,272,26,66,11,0,2,83,15,4,1,25,1,40,10,4,0.613871891038295
"867",107,260,33,65,9,0,2,80,15,4,0,16,2,39,7,2,0.606253458771444
"868",107,296,27,79,16,3,3,110,41,4,3,26,2,54,8,5,0.701868535201869
"869",78,176,19,45,4,0,2,55,15,0,3,25,3,33,7,7,0.670343137254902
"870",119,253,29,63,13,0,10,106,40,6,5,27,0,54,10,4,0.740400903444382
"871",103,233,18,62,9,0,1,74,27,5,4,23,2,50,7,3,0.654805868849186
"872",76,149,10,27,0,0,0,27,9,1,0,13,2,25,4,3,0.437305614666885
"873",28,33,6,5,1,0,0,6,5,1,0,2,0,8,1,2,0.381818181818182
"874",81,127,12,26,4,2,2,40,10,7,8,4,0,35,0,6,0.543968263509046
"875",101,271,31,67,11,3,6,102,33,3,7,13,1,52,1,10,0.660594290153428
"876",54,140,18,37,6,2,0,47,9,6,2,11,1,31,3,2,0.658082706766917
"877",116,344,47,88,16,3,5,125,33,21,8,25,3,79,5,5,0.675200050012503
"878",73,166,14,29,6,1,0,37,9,5,1,8,0,40,2,4,0.43553524442598
"879",126,416,43,105,20,2,5,144,31,19,9,27,3,68,11,12,0.648844429113487
"880",97,244,29,45,8,0,1,56,17,9,1,19,2,32,7,5,0.478564800494896
"881",124,423,71,123,17,2,20,204,61,21,6,48,1,72,10,4,0.846676283207116
"882",125,397,56,111,22,1,9,162,57,20,9,56,4,82,14,13,0.782239884472714
"883",117,331,38,69,11,2,2,90,39,13,10,38,3,68,10,7,0.567602247994023
"884",44,100,9,21,2,1,2,31,7,1,2,8,0,18,2,3,0.578518518518519
"885",37,72,10,17,1,0,0,18,5,3,2,9,0,20,4,3,0.570987654320988
"886",89,134,12,28,2,2,2,40,18,1,0,27,0,37,5,2,0.640122369518865
"887",50,57,9,6,0,0,0,6,3,1,1,9,1,17,3,1,0.344
"888",99,240,27,55,11,0,1,69,25,6,3,24,5,55,2,10,0.6
"889",63,113,20,26,6,1,4,46,13,1,1,5,4,25,0,4,0.689
"890",25,81,13,25,4,0,1,32,10,0,1,13,8,12,3,2,0.846
"891",128,325,49,77,11,0,5,103,47,5,2,25,13,76,8,10,0.63
"892",139,425,55,125,28,1,11,188,71,1,5,33,11,95,12,20,0.799
"893",64,102,17,23,3,0,4,38,17,0,0,13,0,44,0,2,0.686
"894",89,158,30,44,8,0,8,76,24,0,4,15,5,54,3,7,0.841
"895",34,67,5,11,2,1,1,18,7,1,0,2,1,21,2,3,0.466
"896",40,67,11,19,6,1,0,27,6,5,2,7,0,22,0,2,0.754
"897",49,107,15,24,5,4,1,40,10,4,4,6,0,27,1,1,0.639
"898",58,131,22,42,6,3,1,57,18,16,2,4,4,25,1,0,0.795
"899",116,281,40,62,12,1,5,91,35,23,6,27,5,59,5,1,0.623
"900",44,83,10,13,2,2,1,22,2,5,5,5,0,26,0,1,0.467
"901",104,377,55,117,22,5,4,161,50,29,6,30,5,86,3,0,0.792
"902",103,360,60,105,24,6,9,168,51,20,7,29,2,92,2,4,0.812
"903",99,313,56,82,13,4,5,118,28,19,5,25,6,80,3,4,0.705
"904",75,213,34,66,8,3,1,83,12,7,4,20,6,49,1,0,0.775
"905",64,83,13,20,5,1,1,30,10,2,1,3,2,13,1,0,0.639
"906",106,142,16,24,7,0,1,34,14,5,2,2,0,35,4,10,0.42
"907",122,236,36,57,9,1,3,77,17,17,1,8,0,40,5,13,0.59
"908",103,286,38,82,15,2,4,113,26,18,5,8,4,58,4,19,0.709
"909",135,367,49,95,23,3,4,136,29,11,11,20,4,58,4,13,0.675
"910",50,62,9,21,2,1,0,25,3,1,1,9,0,10,1,1,0.826
"911",68,45,13,12,0,1,0,14,4,1,1,6,0,9,0,2,0.664
"912",108,219,38,70,5,0,1,78,15,3,2,18,4,28,3,2,0.735
"913",62,123,13,27,4,0,0,31,10,0,1,8,1,12,4,0,0.523
"914",80,125,16,30,10,0,1,43,14,2,0,7,0,31,4,5,0.622
"915",60,154,19,38,11,0,4,61,18,0,0,12,3,56,4,5,0.71
"916",37,42,9,5,2,0,0,7,7,4,0,4,0,12,0,1,0.36231884057971
"917",101,370,46,109,27,3,7,163,52,7,2,39,0,79,6,2,0.802398731249587
"918",90,224,29,53,5,1,5,75,30,3,2,27,1,47,3,3,0.65625
"919",30,48,3,15,1,0,1,19,4,2,1,8,1,10,2,0,0.816885964912281
"920",93,219,45,68,8,0,12,112,42,3,0,44,1,56,2,0,0.939445828144458
"921",92,198,23,44,10,1,6,74,23,3,0,31,1,66,3,0,0.704172156346069
"922",17,41,2,10,0,0,1,13,5,1,0,4,0,17,0,0,0.628184281842818
"923",123,371,53,87,13,4,14,150,38,8,5,32,2,103,10,11,0.701
"924",133,461,79,134,21,3,8,185,50,18,5,49,7,96,12,9,0.766
"925",115,378,54,119,21,4,5,163,46,9,4,33,3,55,13,9,0.804
"926",132,489,60,141,31,2,3,185,64,20,3,42,6,74,12,11,0.725
"927",118,414,56,103,15,0,3,127,39,16,1,52,6,74,13,8,0.645
"928",126,434,65,147,31,2,18,236,88,19,6,33,6,65,11,9,0.934
"929",10,36,3,8,2,0,0,10,1,0,0,5,0,8,2,0,0.588
"930",132,487,95,154,29,2,21,250,93,7,0,43,4,70,19,13,0.886
"931",130,494,88,169,38,1,23,278,118,5,1,36,10,57,13,8,0.955
"932",117,414,55,98,20,1,20,180,73,6,2,59,2,139,5,1,0.769519450800915
"933",125,358,36,93,22,1,8,141,48,6,6,18,0,75,6,10,0.687
"934",80,203,24,56,10,1,6,86,37,3,0,6,1,48,1,5,0.721
"935",132,445,62,117,27,3,14,192,83,3,7,38,6,93,13,8,0.757
"936",140,483,53,127,27,0,22,220,82,2,2,24,6,81,9,14,0.758
"937",45,87,12,17,3,0,0,20,3,6,1,15,1,27,1,0,0.55
"938",108,384,52,104,12,4,4,136,53,5,2,39,9,67,6,3,0.701
"939",118,358,42,99,26,1,2,133,40,4,4,38,12,51,8,4,0.735
"940",73,209,32,53,9,0,2,68,13,1,1,22,4,32,8,1,0.66
"941",51,70,9,11,2,0,0,13,2,4,1,12,1,20,1,0,0.47487091222031
"942",72,71,23,14,2,1,0,18,4,12,0,7,1,14,1,0,0.532002139418791
"943",48,39,12,9,1,0,0,10,2,4,4,3,0,13,0,0,0.542124542124542
"944",127,374,48,100,14,1,20,176,68,4,1,40,8,68,12,10,0.819
"945",119,376,43,113,14,3,4,145,46,3,3,44,3,58,12,6,0.761
"946",122,359,39,100,22,1,5,139,27,1,2,37,10,51,17,5,0.748
"947",114,311,37,77,19,0,7,117,57,6,1,36,8,50,11,4,0.714
"948",97,296,40,87,23,1,10,142,46,4,3,24,9,34,8,10,0.84
"949",132,442,70,144,27,0,20,231,93,5,4,39,24,64,7,6,0.928
"950",108,332,66,106,17,0,22,189,66,2,0,40,12,29,20,7,0.973
"951",111,347,47,96,15,0,14,153,67,1,1,43,12,53,17,5,0.814
"952",133,439,84,157,29,1,23,257,77,6,0,45,13,40,13,3,1.012
"953",58,55,11,13,2,0,0,15,5,0,3,5,0,21,1,3,0.573
"954",39,64,2,15,4,0,0,19,5,1,0,2,0,19,1,2,0.555
"955",46,30,3,4,1,0,0,5,1,0,0,1,0,7,0,1,0.328
"956",79,175,20,46,9,1,2,63,14,3,2,8,1,43,7,10,0.659
"957",108,221,24,44,5,0,0,49,14,7,2,12,2,57,7,2,0.469
"958",68,107,15,22,3,0,0,25,7,3,3,5,4,21,3,5,0.499
"959",110,399,33,105,18,3,3,138,41,14,9,25,7,65,7,6,0.662
"960",92,256,31,59,8,2,2,77,26,5,2,23,10,49,12,4,0.616
"961",57,43,6,7,0,0,0,7,3,0,0,5,2,8,0,0,0.443
"962",65,184,23,57,11,0,2,74,21,3,5,15,4,22,5,4,0.773
"963",56,133,14,30,4,0,1,37,9,3,0,7,5,33,2,5,0.568
"964",49,58,10,15,4,0,0,19,5,3,2,4,1,17,1,1,0.641
"965",117,282,45,70,10,3,0,86,28,28,7,17,7,62,3,9,0.61
"966",106,209,36,48,3,0,0,51,12,12,3,20,6,44,5,2,0.556
"967",123,384,59,106,17,3,0,129,37,35,10,29,4,76,5,14,0.668
"968",129,466,73,129,18,4,6,173,46,46,7,39,9,62,6,11,0.713
"969",77,188,29,53,7,3,0,66,17,14,2,17,0,43,4,2,0.689
"970",113,308,54,80,14,7,7,129,44,33,11,49,6,62,6,7,0.786
"971",110,359,60,114,21,6,5,162,40,33,7,50,2,61,7,7,0.855
"972",120,411,60,115,20,2,11,172,59,31,8,47,4,94,9,8,0.774
"973",122,416,68,113,18,1,5,148,58,13,10,54,5,82,10,16,0.714
"974",127,334,43,79,16,1,7,118,40,7,7,47,2,85,5,6,0.685
"975",132,473,78,148,24,1,15,219,81,15,6,41,2,119,13,17,0.832
"976",43,66,4,13,5,0,0,18,4,0,0,6,0,15,1,1,0.533
"977",39,60,1,8,4,0,1,15,9,0,0,4,1,16,6,1,0.45
"978",46,100,13,23,5,0,1,31,11,2,0,15,1,24,2,3,0.643
"979",87,212,16,43,8,0,8,75,25,0,0,10,0,58,3,0,0.589
"980",55,117,16,35,12,0,3,56,28,0,1,20,3,28,0,1,0.885
"981",75,132,10,32,7,0,3,48,18,1,1,20,1,39,1,4,0.706
"982",66,180,33,52,11,1,14,107,36,0,0,28,2,49,5,3,0.981
"983",105,380,69,120,20,2,27,225,92,1,0,64,2,73,5,7,1.003
"984",128,412,62,126,27,0,26,231,89,1,1,45,5,80,5,5,0.939
"985",123,401,69,112,19,2,27,216,80,1,1,60,6,121,3,4,0.912
"986",50,57,8,13,2,0,0,15,2,1,3,2,1,23,0,0,0.529824561403509
"987",54,86,14,19,3,1,2,30,14,8,1,6,3,36,1,1,0.643574051407589
"988",46,70,10,15,1,0,1,19,5,6,1,9,1,26,0,0,0.583928571428571
"989",100,221,39,60,10,1,7,93,36,1,4,25,4,40,4,1,0.771
"990",47,69,9,16,4,0,0,20,7,2,0,7,1,9,2,0,0.594
"991",66,239,34,62,11,1,5,90,29,3,3,33,3,26,3,2,0.732
"992",96,306,45,93,11,2,5,123,36,1,0,28,0,32,5,3,0.76
"993",81,195,24,69,13,0,2,88,16,0,1,9,5,24,5,1,0.846
"994",125,352,59,85,13,6,13,149,61,13,2,44,7,137,1,27,0.755
"995",63,156,17,33,7,0,2,46,15,5,2,19,1,57,2,10,0.594
"996",133,462,66,115,22,2,12,177,53,23,14,55,6,122,6,25,0.714
"997",124,441,81,113,20,8,9,176,47,30,7,54,9,113,7,20,0.746
"998",113,397,72,104,20,8,8,164,56,28,12,51,7,102,8,20,0.767
"999",138,497,76,138,41,4,11,220,56,25,10,59,4,121,2,15,0.8
"1000",121,393,73,110,14,5,20,194,78,17,9,65,7,97,7,17,0.881
"1001",107,334,47,91,13,4,8,136,39,10,5,45,5,105,8,11,0.769
"1002",144,533,93,148,26,2,11,211,71,10,5,59,7,146,6,24,0.75
"1003",57,45,10,11,3,0,1,17,5,2,1,5,0,18,0,3,0.698
"1004",122,327,57,90,18,1,8,134,43,15,4,17,4,100,9,16,0.728
"1005",42,123,17,32,6,0,3,47,7,6,2,12,0,37,5,2,0.708
"1006",135,374,53,106,29,1,9,164,42,15,9,16,6,93,7,10,0.757
"1007",128,342,55,87,17,2,12,144,39,13,8,24,4,92,7,2,0.731
"1008",59,130,13,31,5,0,0,36,10,1,3,10,0,23,3,3,0.56978021978022
"1009",58,84,9,18,3,0,2,27,6,0,0,5,0,14,2,2,0.579855537720706
"1010",79,195,17,48,8,1,1,61,14,0,2,11,3,43,13,2,0.609471230523862
"1011",43,44,7,6,2,0,0,8,0,0,0,3,3,12,1,1,0.421818181818182
"1012",60,47,3,7,2,0,0,9,2,0,0,0,2,8,1,3,0.375162831089883
"1013",55,72,9,17,1,0,1,21,6,3,0,4,1,10,0,4,0.577380952380952
"1014",56,88,6,13,1,0,1,17,4,1,0,7,0,24,2,4,0.403708133971292
"1015",59,82,13,25,5,0,1,33,11,0,1,3,1,22,4,1,0.739648326715825
"1016",91,140,12,34,6,0,1,43,13,2,1,8,4,26,2,1,0.609774436090226
"1017",88,104,16,22,3,0,2,31,7,0,0,8,1,21,5,1,0.572413206262764
"1018",63,138,21,31,9,2,2,50,19,2,3,22,1,41,0,0,0.697722567287785
"1019",76,157,22,38,4,1,3,53,21,5,2,28,0,41,2,1,0.694336374591152
"1020",26,48,6,9,3,0,1,15,5,1,0,7,0,12,1,0,0.603409090909091
"1021",82,80,9,18,6,0,1,27,15,3,1,11,1,16,0,0,0.663586956521739
"1022",30,39,2,9,1,0,0,10,7,0,0,4,0,8,1,0,0.558735837805605
"1023",37,72,12,15,4,0,0,19,6,0,2,9,0,12,2,0,0.560185185185185
"1024",33,68,14,15,1,0,2,22,10,0,0,12,0,10,0,2,0.661029411764706
"1025",126,279,26,76,11,1,8,113,37,2,1,19,7,55,10,3,0.738
"1026",100,263,28,70,7,0,8,101,47,0,0,17,7,48,6,5,0.705
"1027",118,324,43,90,13,0,17,154,66,2,0,14,15,72,4,4,0.81
"1028",132,425,53,126,33,0,19,216,66,0,0,28,9,80,21,7,0.86
"1029",15,38,5,10,1,0,1,14,6,1,0,5,1,9,1,0,0.724
"1030",95,213,30,60,12,1,4,86,37,1,1,25,9,39,8,5,0.779
"1031",15,30,4,7,1,0,1,11,2,1,0,2,1,8,1,0,0.67
"1032",31,48,9,13,2,1,3,26,14,0,0,8,0,14,3,0,0.904
"1033",33,56,5,10,1,0,1,14,8,0,0,8,2,9,1,2,0.553030303030303
"1034",53,135,16,34,6,0,0,40,14,2,1,17,1,30,4,3,0.636165577342048
"1035",37,39,1,3,0,1,0,5,1,0,0,10,0,11,0,1,0.393511250654108
